amsmtFclty,appnNtfcDate,cltrFclty,cnvnncFclty,etcFclty,institutionNm,insttCode,insttNm,latitude,lnmadr,longitude,manageNo,mvmFclty,parkAr,parkNm,parkSe,phoneNumber,rdnmadr,referenceDate
어린이놀이시설,1995-06-12,,평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.053361,경상북도 포항시 북구 우현동 543,129.360009,47113-00014,운동기구,1571,우현어울,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1991-09-07,,정자+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.067645,경상북도 포항시 북구 창포동 645-3,129.368771,47113-00015,운동기구,2779.8,창포초,어린이공원,054-270-5735,,2026-05-12
조합놀이대+미끄럼틀+링놀이터+바구니그네+트렘플린,1997-02-26,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.006783,경상북도 포항시 남구 효자동 582,129.342109,47111-00090,운동기구,3350,효자 전희,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네,1997-02-26,,정자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.005416,경상북도 포항시 남구 효자동 592,129.335732,47111-00091,운동기구,2500,효자 가람,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1999-05-13,,정자+음수대+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.033341,경상북도 포항시 남구 지곡동 965-1,129.313441,47111-00088,인라인장+운동기구,3019.6,지곡스틸,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네+짚라인+네트놀이대,1998-02-04,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.082812,경상북도 포항시 북구 양덕동 1814,129.403884,47113-00053,운동기구,2275,양덕풍림,어린이공원,054-270-5735,,2026-05-12
,1998-02-04,,등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.084206,경상북도 포항시 북구 양덕동 2028,129.407992,47113-00054,,2275,양덕양덕중,어린이공원,054-270-5735,,2026-05-12
,1998-02-04,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.080534,경상북도 포항시 북구 양덕동 2119,129.408306,47113-00055,운동기구,2505,양덕한마음,어린이공원,054-270-5735,,2026-05-12
조합놀이대+흔들놀이,2004-12-11,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.091205,경상북도 포항시 북구 양덕동 336-4,129.384235,47113-00056,운동기구,3667.1,양덕 사랑골,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네+흔들놀이,2004-12-11,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.089894,경상북도 포항시 북구 양덕동 467-2,129.384924,47113-00057,,1749.9,양덕 북시골,어린이공원,054-270-5735,,2026-05-12
조합놀이대+흔들놀이,2004-12-11,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.088864,경상북도 포항시 북구 양덕동 680-3,129.389502,47113-00058,베드민턴장+운동기구,1514,양덕 연오랑,어린이공원,054-270-5735,,2026-05-12
조합놀이대+흔들놀이,2004-12-11,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.087622,경상북도 포항시 북구 양덕동 778-1,129.390967,47113-00059,운동기구,1520,양덕 세오녀,어린이공원,054-270-5735,,2026-05-12
조합놀이대+흔들놀이,2004-12-11,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.090472,경상북도 포항시 북구 양덕동 651-2,129.391707,47113-00060,운동기구,1750,양덕 불미골,어린이공원,054-270-5735,,2026-05-12
조합놀이대,2004-12-11,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.090153,경상북도 포항시 북구 양덕동 654-2,129.394132,47113-00061,운동기구,1750,양덕 성곡,어린이공원,054-270-5735,,2026-05-12
조합놀이대,2004-12-11,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.088175,경상북도 포항시 북구 양덕동 786-2,129.394575,47113-00062,운동기구,1749.8,양덕 갈매기,어린이공원,054-270-5735,,2026-05-12
,2014-10-06,,정자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.08499128,경상북도 포항시 북구 장성동 1624-2,129.375374,47113-00063,,1286,장성침촌지구1소공원,소공원,054-270-5735,,2026-05-12
조합놀이대+흔들놀이+미끄럼틀,1991-09-07,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.067161,경상북도 포항시 북구 창포동 645-6,129.370882,47113-00016,운동기구,3089.9,창포제비,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1991-09-07,,파고라+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.065874,경상북도 포항시 북구 창포동 645-10,129.369916,47113-00017,족구장+운동기구,2037.8,창포주공중앙,어린이공원,054-270-5735,,2026-05-12
조합놀이대+시소+흔들놀이,1991-09-07,,파고라+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.066912,경상북도 포항시 북구 창포동 645,129.370731,47113-00018,운동기구,1640,창포하나,어린이공원,054-270-5735,경상북도 포항시 북구 새천년대로1075번길 10,2026-05-12
조합놀이대+그네+시소+흔들놀이,2008-04-21,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.064816,경상북도 포항시 북구 창포동 659,129.368029,47113-00019,운동기구,3500,창포 두호초,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네+시소+흔들놀이,2008-04-21,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.069080,경상북도 포항시 북구 창포동 658,129.367713,47113-00020,운동기구,2544,창포 메트로,어린이공원,054-270-5735,,2026-05-12
조합놀이대+시소+흔들놀이,1980-08-04,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.062205,경상북도 포항시 북구 창포동 622,129.366698,47113-00021,운동기구,1880.5,창포장흥,어린이공원,054-270-5735,,2026-05-12
조합놀이대,2022-09-21,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.055884,경상북도 포항시 북구 우현동 628,129.361882,47113-00022,,2882.7,우현2,어린이공원,054-270-5735,,2026-05-12
조합놀이대,2022-09-21,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.05790203,경상북도 포항시 북구 우현동 577,129.3661578,47113-00023,운동기구,5241.5,우현6,어린이공원,054-270-5735,,2026-05-12
조합놀이대+풋살장,2022-09-21,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.061754,경상북도 포항시 북구 창포동 677,129.3672111,47113-00024,,2772.4,창포11,어린이공원,054-270-5735,,2026-05-12
,2019-01-09,,평의자+ 등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.050955,경상북도 포항시 북구 우현동 553,129.359621,47113-00025,,1156,우방아이유쉘소공원,소공원,054-270-5735,,2026-05-12
,2018-03-02,,등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.063891,경상북도 포항시 북구 창포동 660,129.367684,47113-00026,,793,창포메트로시티,소공원,054-270-5735,,2026-05-12
,1987-02-07,,화장실,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.086839,경상북도 포항시 북구 장성동 1371-1,129.386812,47113-00027,유소년축구장,13196,장량근린,근린공원,054-270-5735,경상북도 포항시 북구 법원로 136,2026-05-12
조합놀이대+그네+시소+흔들놀이,1987-02-07,,주차장+화장실,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.080796,경상북도 포항시 북구 장성동 1531-1,129.380828,47113-00028,족구장+운동기구,13872,장성근린,근린공원,054-270-5735,,2026-05-12
,1993-01-19,,화장실+음수대+자전거보관소,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.081053,경상북도 포항시 북구 양덕동 1850,129.404205,47113-00029,농구장+게이트볼장+풋살장+족구장+테니스장,21200,양덕30근린(양덕체육),근린공원,054-270-5735,경상북도 포항시 북구 양덕로30번길 20,2026-05-12
조합놀이대,2004-12-11,,등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.091778,경상북도 포항시 북구 양덕동 334-1,129.381030,47113-00030,배드민턴장+운동기구,27692,햇살공원(장량1근린),근린공원,054-270-5735,,2026-05-12
조합놀이대,2004-12-11,,,분수대,경상북도 포항시 공원과,5020000,경상북도 포항시,36.091079,경상북도 포항시 북구 양덕동 655-1,129.396687,47113-00031,배드민턴장+운동기구,23913,물빛공원(장량2근린),근린공원,054-270-5735,경상북도 포항시 북구 천마로 161,2026-05-12
X-게임장+물놀이터,2023-04-05,,파고라+등의자+화장실,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.08502081,경상북도 포항시 북구 장성동 1625,129.377267,47113-00032,운동기구,10039,장성침촌지구,근린공원,054-270-5735,,2026-05-12
,1991-09-07,,파고라+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.070791,경상북도 포항시 북구 장성동 1345,129.370562,47113-00033,운동기구,1986.7,장성성당,어린이공원,054-270-5735,,2026-05-12
,1988-08-20,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.069719,경상북도 포항시 북구 장성동 1365-1,129.378522,47113-00034,운동기구,1934,장성신제지,어린이공원,054-270-5735,경상북도 포항시 북구 삼흥로 79-20,2026-05-12
조합놀이대,2016-05-02,,파고라,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.058121,경상북도 포항시 북구 흥해읍 대련리 1367,129.3123388,47113-00083,농구장+스케이트보드장+운동기구,13182,융합9호 근린공원,근린공원,054-270-5735,,2026-05-12
조합놀이대,2016-05-02,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.05651854,경상북도 포항시 북구 흥해읍 대련리 1376,129.3097418,47113-00084,,17232,융합10호 근린공원,근린공원,054-270-5735,,2026-05-12
조합놀이대,1983-12-29,,파고라+등의자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.106342,경상북도 포항시 북구 흥해읍 남성리 327,129.345816,47113-00085,운동기구,1500,흥해남산,어린이공원,054-270-5735,,2026-05-12
,2016-05-02,,엘리베이터,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.05867345,경상북도 포항시 북구 흥해읍 대련리 1365,129.312633,47113-00113,,7130,융합6,수변공원,054-270-5735,,2026-05-12
,2014-10-06,,등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.083128,경상북도 포항시 북구 장성동 1635-6,129.377583,47113-00064,,1232,장성침촌지구2소공원,소공원,054-270-5735,,2026-05-12
,2014-10-06,,먼지떨이기+파고라+주차장+막구조파고라,맨발길,경상북도 포항시 공원과,5020000,경상북도 포항시,36.08809997,경상북도 포항시 북구 장성동 1617-2,129.3724745,47113-00065,운동기구+풋살장,10957,장성침촌지구체육공원,체육공원,054-270-5735,,2026-05-12
조합놀이대,1980-01-12,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.015546,경상북도 포항시 북구 죽도동 713,129.350419,47113-00066,운동기구,1828,죽도세명,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네+시소,1987-04-03,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.029631,경상북도 포항시 북구 죽도동 195-6,129.359511,47113-00067,운동기구,2017,죽도서부,어린이공원,054-270-5735,경상북도 포항시 북구 죽도로28번길 66-10,2026-05-12
,1987-04-03,,정자+파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.027493,경상북도 포항시 북구 죽도동 105,129.362099,47113-00068,운동기구,1094,죽도죽파,어린이공원,054-270-5735,경상북도 포항시 북구 중흥로 280,2026-05-12
조합놀이대,1987-04-03,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.026627,경상북도 포항시 북구 죽도동 601-6,129.357187,47113-00069,운동기구,1653.6,죽도토끼,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1987-04-03,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.017096,경상북도 포항시 북구 죽도동 673-1,129.354862,47113-00070,운동기구,1653.6,죽도중섬,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1987-04-03,,정자+파고라+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.020313,경상북도 포항시 북구 죽도동 663-10,129.350412,47113-00071,운동기구,1341.3,죽도칠성,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1987-04-03,,정자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.022597,경상북도 포항시 북구 죽도동 626-10,129.356464,47113-00072,운동기구,1766,죽도오광장,어린이공원,054-270-5735,,2026-05-12
조합놀이대+정글짐,1980-08-04,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.056928,경상북도 포항시 북구 항구동 344-6,129.375233,47113-00073,운동기구,1722.1,항구영일대,어린이공원,054-270-5735,,2026-05-12
어린이놀이시설,2025-11-30,동물원+야외무대,화장실,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.066471,경상북도 포항시 북구 환호동 산56-1,129.390252,47113-00074,농구장+ 족구장+ 운동기구,1369668,환호공원,근린공원,054-270-5735,,2026-05-12
,1987-02-12,,파고라+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.073532,경상북도 포항시 북구 환호동 490,129.398356,47113-00075,운동기구,2440.5,환호숲속,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1987-02-12,,파고라+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.071745,경상북도 포항시 북구 환호동 495-1,129.398257,47113-00076,운동기구,1805.6,환호신촌,어린이공원,054-270-5735,경상북도 포항시 북구 삼호로501번길 15,2026-05-12
조합놀이대+구름사다리,1987-02-12,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.069182,경상북도 포항시 북구 환호동 514,129.399512,47113-00077,운동기구,1573.8,환호해맞이,어린이공원,054-270-5735,,2026-05-12
,1987-04-03,,등의자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.078089,경상북도 포항시 북구 장성동 1436-1,129.394663,47113-00040,배구장,1890.8,장성장흥초,어린이공원,054-270-5735,,2026-05-12
,1987-04-03,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.073814,경상북도 포항시 북구 장성동 1444-7,129.389559,47113-00041,,1920,장성해맞이,어린이공원,054-270-5735,,2026-05-12
조합놀이대+시소,1987-04-03,,정자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.076326,경상북도 포항시 북구 장성동 1566-8,129.384252,47113-00042,운동기구,1767.1,장성준양,어린이공원,054-270-5735,,2026-05-12
조합놀이대+시소+흔들놀이,1989-08-19,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.087161,경상북도 포항시 북구 장성동 1501-1,129.383343,47113-00043,운동기구,1539.7,장성삼도,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네+시소+흔들놀이,1989-08-19,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.083759,경상북도 포항시 북구 장성동 1518-2,129.381307,47113-00044,운동기구,1534.9,장성장량성당,어린이공원,054-270-5735,,2026-05-12
그네+시소,1989-08-19,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.080108,경상북도 포항시 북구 장성동 1588-7,129.379056,47113-00045,,1540.2,장성침촌,어린이공원,054-270-5735,,2026-05-12
,1989-08-19,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.079704,경상북도 포항시 북구 장성동 1540-8,129.383623,47113-00046,운동기구,1538.6,장성드림,어린이공원,054-270-5735,,2026-05-12
,1989-08-19,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.076997,경상북도 포항시 북구 장성동 1570-1,129.381419,47113-00047,,1518.2,장성두산,어린이공원,054-270-5735,,2026-05-12
,1989-08-19,,등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.086064,경상북도 포항시 북구 장성동 1390-1,129.389675,47113-00048,,1900.1,장성법원로,어린이공원,054-270-5735,,2026-05-12
조합놀이대+흔들놀이,1995-06-23,,정자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.076698,경상북도 포항시 북구 장성동 1460-1,129.387067,47113-00049,운동기구,1900.1,장성낙천대,어린이공원,054-270-5735,,2026-05-12
조합놀이대+시소+흔들놀이,1995-06-23,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.080381,경상북도 포항시 북구 장성동 1422-7,129.395247,47113-00050,운동기구,1995.9,장성천마로,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1998-02-04,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.085731,경상북도 포항시 북구 양덕동 1196,129.393266,47113-00051,운동기구,2900,양덕서초,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1998-02-04,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.079323,경상북도 포항시 북구 양덕동 1533,129.398582,47113-00052,,2505,양덕남로,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1992-09-02,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.029059,경상북도 포항시 남구 지곡동 642-1,129.317709,47111-00086,운동기구,1594,지곡그린빌라,어린이공원,054-270-5735,,2026-05-12
조합놀이대+흔들놀이,1992-09-02,,화장실+ 음수대+정자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.031001,경상북도 포항시 남구 지곡동 471-1,129.323056,47111-00087,,2412.6,지곡중앙,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1993-12-03,,정자+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.949642,경상북도 포항시 남구 오천읍 문덕리 1188-488,129.408872,47111-00058,운동기구,1583,오천천마,어린이공원,054-270-5735,,2026-05-12
조합놀이대,2005-02-17,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.974012,경상북도 포항시 남구 오천읍 원리 1135,129.403451,47111-00059,,4282,오천원동,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1997-10-17,,평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.972447,경상북도 포항시 남구 오천읍 원리 1328,129.405541,47111-00060,운동기구,3887,오천충무,어린이공원,054-270-5735,,2026-05-12
조합놀이대+시소+흔들놀이,1997-10-17,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.968823,경상북도 포항시 남구 오천읍 원리 919,129.406353,47111-00061,,3033,오천일월,어린이공원,054-270-5735,,2026-05-12
조합놀이대+흔들놀이,1997-10-17,,파고라+등의자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.969608,경상북도 포항시 남구 오천읍 원리 903-4,129.408562,47111-00062,,3033,오천냉천,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1997-10-17,,파고라+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.966864,경상북도 포항시 남구 오천읍 원리 944,129.406617,47111-00063,운동기구,3033,오천갯목,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1997-10-17,,평의자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.965719,경상북도 포항시 남구 오천읍 원리 987,129.408228,47111-00064,,2891,오천복지,어린이공원,054-270-5735,,2026-05-12
어린이놀이시설,2001-10-30,,등의자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.981742,경상북도 포항시 남구 오천읍 원리565-1,129.400711,47111-00065,,1500,원동 땅공원,어린이공원,054-270-5735,,2026-05-12
어린이놀이시설,2015-09-22,,파고라+ 사각정자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.972116,경상북도 포항시 남구 오천읍 용덕리 303-11,129.416528,47111-00066,,1400,용덕1,어린이공원,054-270-5735,,2026-05-12
조합놀이대,2024-07-02,,파고라+등의자+평의자+먼지떨이기,맨발길,경상북도 포항시 공원과,5020000,경상북도 포항시,35.954205,경상북도 포항시 남구 오천읍 문덕리 1364,129.4088495,47111-00067,,5048,용산97,어린이공원,054-270-5735,,2026-05-12
,2024-08-07,,파고라+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.94762868,경상북도 포항시 남구 오천읍 용산리 372,129.4086084,47111-00068,,2046,용산99,어린이공원,054-270-5735,,2026-05-12
,2001-10-30,,등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.979557,경상북도 포항시 남구 오천읍 원리 518,129.400937,47111-00069,,1500,원동 역사공원,역사공원,054-270-5735,,2026-05-12
,2022-10-26,연못,정자+파고라+등의자+ 평의자+화장실,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.96572643,경상북도 포항시 남구 오천읍 세계리 130,129.4289467,47111-00070,,23330,일월문화공원,문화공원,054-270-5735,,2026-05-12
,2019-11-11,야외무대,정자+파고라,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.9945671,경상북도 포항시 남구 일월동 679-47,129.4155807,47111-00071,운동기구,1898,청포도 문학공원,문화공원,054-270-5735,,2026-05-12
어린이놀이시설,2001-10-30,,등의자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.984801,경상북도 포항시 남구 인덕동 349,129.399601,47111-00072,,3987,원동 바다공원,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네+시소,1988-08-20,,정자+파고라+등의자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.991228,경상북도 포항시 남구 청림동 1179-15,129.404821,47111-00073,운동기구,1500.2,청림찬내,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1993-07-26,,정자+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.993923,경상북도 포항시 남구 일월동 679-277,129.420439,47111-00074,운동기구,2390,청림일월,어린이공원,054-270-5735,경상북도 포항시 남구 청림동길 56,2026-05-12
,2019-11-11,,,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.996405,경상북도 포항시 남구 청림동 3-248,129.412522,47111-00075,운동기구,371,청림몰개월,소공원,054-270-5735,,2026-05-12
그네+시소,1987-02-07,,화장실,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.010521,경상북도 포항시 남구 해도동 202-1,129.368432,47111-00076,게이트볼장+운동기구,84400,해도근린,근린공원,054-270-5735,,2026-05-12
조합놀이대,1987-04-03,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.026828,경상북도 포항시 남구 해도동 42-2,129.369454,47111-00077,운동기구,2707.4,해도무지개,어린이공원,054-270-5735,경상북도 포항시 남구 중앙로146번길 15,2026-05-12
,2017-05-30,,파고라+평의자+등의자,맨발길,경상북도 포항시 공원과,5020000,경상북도 포항시,36.022144,경상북도 포항시 남구 해도동 29-5,129.375197,47111-00078,운동기구,1183.1,해도장수2,어린이공원,054-270-5735,,2026-05-12
조합놀이대+회전틀,1987-04-03,,정자+등의자+평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.016509,경상북도 포항시 남구 해도동 104-1,129.368588,47111-00079,운동기구,1164,해도형산,어린이공원,054-270-5735,경상북도 포항시 남구 문예로126번길 15,2026-05-12
조합놀이대+시소,1997-02-26,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.007402,경상북도 포항시 남구 효자동 573,129.337405,47111-00089,멀티코트장+운동기구,3600,효자,어린이공원,054-270-5735,,2026-05-12
,2006-06-15,,평의자+ 등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.092049,경상북도 포항시 북구 흥해읍 죽천리 702-1,129.415424,47113-00078,운동기구,56783,영일만일반산업단지,근린공원,054-270-5735,,2026-05-12
,2008-05-15,,등의자+ 평의자+ 화장실,인공폭포+자전거 보관대,경상북도 포항시 공원과,5020000,경상북도 포항시,36.094011,경상북도 포항시 북구 흥해읍 초곡리 1493,129.336888,47113-00079,농구장+배드민턴장+운동기구,31465,초곡근린공원,근린공원,054-270-5735,,2026-05-12
,2008-05-15,,평의자+ 파고라,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.099004,경상북도 포항시 북구 흥해읍 초곡리 1756,129.331683,47113-00080,운동기구,13986,초곡1근린공원,근린공원,054-270-5735,,2026-05-12
,2021-03-09,,음수대+평의자+ 등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.109837,경상북도 포항시 북구 흥해읍 옥성리 129-6,129.343666,47113-00081,운동기구,20000,중앙공원(향교),근린공원,054-270-5735,,2026-05-12
,2016-05-02,,파고라+정자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.05789733,경상북도 포항시 북구 흥해읍 대련리 1380,129.314433,47113-00082,,10918,융합8호 근린공원,근린공원,054-270-5735,,2026-05-12
조합놀이대,1980-01-12,,정자+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.011273,경상북도 포항시 남구 상도동 645,129.352631,47111-00034,운동기구,1830,상도뱃머리,어린이공원,054-270-5735,경상북도 포항시 남구 상도로 22,2026-05-12
조합놀이대,1978-10-19,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.016775,경상북도 포항시 남구 상도동 18-63,129.357694,47111-00035,운동기구,4180,상도섬안,어린이공원,054-270-5735,경상북도 포항시 남구 중흥로162번길 32-3,2026-05-12
조합놀이대,1978-10-19,,정자+등의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.015415,경상북도 포항시 남구 상도동 18-168,129.359215,47111-00036,운동기구,1526,상도,어린이공원,054-270-5735,경상북도 포항시 남구 상공로 84,2026-05-12
조합놀이대+시소+흔들놀이,2008-06-02,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.009539,경상북도 포항시 남구 상도동 676,129.346933,47111-00037,,2844.1,상도코아루,어린이공원,054-270-5735,,2026-05-12
조합놀이대+시소+흔들놀이,1987-04-03,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.035696,경상북도 포항시 남구 송도동 413-16,129.372414,47111-00038,운동기구,991,송도솔바람,어린이공원,054-270-5735,,2026-05-12
조합놀이대+그네,1987-04-03,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.032071,경상북도 포항시 남구 송도동 448-1,129.373705,47111-00039,운동기구,989.4,송도바닷바람,어린이공원,054-270-5735,,2026-05-12
조합놀이대+시소,1987-04-03,,정자+파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.026575,경상북도 포항시 남구 송도동 508-1,129.377916,47111-00040,운동기구,1944,송도강바람,어린이공원,054-270-5735,경상북도 포항시 남구 희망대로 1065,2026-05-12
조합놀이대,1987-02-07,,자전거 보관소,,경상북도 포항시 공원과,5020000,경상북도 포항시,35.995910,경상북도 포항시 남구 연일읍 동문리 9-2,129.351055,47111-00041,족구장+운동기구,19600,연일근린,근린공원,054-270-5735,,2026-05-12
,1994-12-03,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.004523,경상북도 포항시 남구 연일읍 유강리 601,129.313939,47111-00042,운동기구,3213.9,연일용잠,어린이공원,054-270-5735,,2026-05-12
조합놀이대,1994-12-03,,파고라+등의자+ 평의자,,경상북도 포항시 공원과,5020000,경상북도 포항시,36.004814,경상북도 포항시 남구 연일읍 유강리 601-2,129.316837,47111-00043,게이트볼장+운동기구,3009.9,연일노적봉,어린이공원,054-270-5735,,2026-05-12
